username,verified,top_hashtags
ugcale,FALSE,"ugccreator, ugc, ugccommunity, ugcexample, ugccontentcreator, contentcreator, ugckbeauty, ugccontent, contentcreators, calmingco, urelax, gifted, giftedbycalmingco, necessaire, ugcskincarecontent"
ugcwithmeriem,FALSE,"koreanskincare, skincareroutine, fry, beauty, ugc, sensitiveskin, skincare, kbeauty, pr, foryou, sunprotection, foryoupage, ugccreator, beautyproduct, serumreview"
stanskincare,FALSE,"kbeauty, skincare, trymereviewme_somebymi, skincareroutine, kbeautyskincare, suisuisharewithme, acne, cleanser, acnefighter, soothing, skin, fypシ, calming, irritatedskin, beauty"
keytoglo,FALSE,"skincare, kbeauty, skin, fyp, morningskincareroutine, oilyskin, skincareroutine, morningroutine, koreanbeauty, makeup, skincaretiktok, skincare101, skincareviral, skintok, beauty"
kiki.dee__,FALSE,"fyp, koreanskincare, dryskintips, imfrom, imfromhoneymask, skincarereview, washoffmask, wishtrend, milkytoner, dryskincare, relateable, funny, girlproblems, trending, funnytiktok"
denitsab3auty,FALSE,"fyp, skincare, koreanskincare, oddlysatisfying, skincareroutine, aesthetic, kbeauty, aesthetics, glassskin, contentcreator, anua, texture, glowingskin, beauty, aestheticvideos"
dreamyglowyskin,FALSE,"kbeauty, skincare, koreanskincare, skincareroutine, gopicky, skincaretips, aesthetic, soft, pickyreview, skincare101, skincareproducts, koreanmakeup, aesthetics, skincareviral, kbeautymakeup"
maddysbeautytalk,FALSE,"meccabeauty, makeuptips, creatorsearchinsights, fyp, sephora, unboxing, newmakeup, mecca, lipblam, lipstick, makeup, viralmakeup, makeuptutorial, makeuphaul, clinique"
betweendots,FALSE,"kbeauty, kskincare, 365skincare, skincareroutine, koreańskiekosmetyki, koreanskincare, kosmetyki, korejskakozmetika, productphotography, abcommunity, skinalgo, texturetuesday, 피부, koreancosmetic, kbeautyroutine"
pinksandrosies,FALSE,"kbeauty, yesstyle, yesstyleinfluencers, ugccreator, ugccommunity, medicubeambassdor, medicube, koreanmodel, residentplaybook, goyounjung, goyounjung_naksu, kdrama, kdramalove"
aera.ugc,FALSE,"kbeauty, makeup, skincare, fyp, nyxcosmetics, blush, beauty, fentybeauty, centellaskincare, yesstyle, elf, dasique, dior, sheglamblush, haircareroutine"
klea.sotiri,FALSE,"fyp, albaniantiktok, fypシ, fyppppppppppppppppppppppp, albaniangirl, albania, foryoupage, viralvideo, albanian, barcelona, spain, foryou, valbona, miami, versacemansion"
zahraxbeauty,FALSE,"creatorsearchinsights, fyp, skincareroutine, makeup, beautytok, makeupforbrownskin, skincaretips, lipcombo, makeuptok, makeupforbeginners, skincare, fallmakeup, transferproof, transferprooflipstick, trendinglipstick"
katysayfi,FALSE,"asmr, selfcare, skincare, showerroutine, nightroutine, morningroutine, beauty, koreanskincare, cleaningmotivation, showerrroutine, selfcarenight, asmrselfcare, packwithme, kbeauty, shower"
sonuugrg_,FALSE,"fyp, nepalitiktok, nepal, ugc, ugccreator, fypシ, skincare, haircare, hairtok, haircaretips, theordinary, glycolictoner, scalpcare, travel, nepali"
looksbyhiba,FALSE,"fyp, explore, contentcreator, reels, aesthetic, videooftheday, discoverunder10k, oddlysatisfying, glowingskin, trending, explorepage, makeuptutorial, reelsinstagram, charlottetilbury, cleangirlaesthetic"
zoe.aesthetic.grw,FALSE,"soldejaniero, sephora, summerscent, relatable, stitch, fypage, summer, skincare, starbucks, summervibes, pool, influencer, dream, prpackage, thingsilove"
thedikshadiary,FALSE,"punjabibride, wedding, indianbride, newlywed, pehlirasoi, unboxing, ipad, asmr, asmrvideo, asmrsounds, skincare, trending, foryoupage, skincareroutine, fitcheck"
akshayareddykontham,FALSE,"aasakooda, recreatingoutfits, tiktok, skincareroutine, glassskincare, nomakeupmakeuplook, maybelline4in1perfector, essencemascara, minimalmakeuplook, sheindress, sheindressesforvacation, trending, sheindresses, sheinblackdresses, sheinusa"
thehydratedhunny,FALSE,"sezane, earcuff, earrings, earringcheck, earjewelry, jewelry, jewellery, stitch, viralfashion, fashionhacks, makeuptips, makeupswatches, makeup, skincareroutine, beautytok"
grace_forevermore_,FALSE,"kbeauty, koreanskincare, makeupinspo, glassskin, skincaregoals, makeuplovers, skincare, glowup, skincarelovers, medicube, medicubeambassador, motd, productreviewer, trending, makeup"
brendasbeautyblog_,FALSE,"fyp, foryou, parati, prgifted, skincaretiktok, foryourpage, koreanskincare, contentcreator, ugccontentcreator, kbeauty, beautytok, paratii, skincare, ugccreator, glowup"
nizvetsbeautydiaries,FALSE,"capcut, nizvetsbeautydiaries, skincare, selfcare, sunscreen, lipbalm, spfisyourbff, glowingskin, skincarelover, lipsticklover, productreview, lipgloss, sunscreensunday, nizvetsskincarediaries, lipstick"
hijabiskinfluencer,FALSE,"hijabiskinfluencer, koreanskincare, koreansunscreen, kbeauty, skincarereview, sunscreenreview, nowhitecastsunscreen, chemicalsunscreen, neopharm, spf50, skincareinfluencer, sunscreenrecommendation, summeressentials, affordablesunscreen, dermabsunblock"
skincarepessimist,FALSE,"kbeauty, skincareroutine, skincare, spf, beautyroutine, glowingskin, beautyessentials, hydration, skincarepessimit, skincaregoals, koreanbeauty, flawlessskin, cuidadodelapiel, beautyblogger, skinprotection"
mottaskin,FALSE,"mottaskin, cerave, moisturizelikeaderm, ceravepartner, skincareroutine, skincare, oilyskin, cliniquepartner, clinique3stepreset, clinique, skincareproducts, koreanskincare, losangeles, koreanskincarelosangeles, ad"
stephaniienini,FALSE,"frozen2, jacketcheck, sequins, bodypositivity, beautystandards, plasticsurgery, deinfluencing, labubus, kbeauty, asianbeautyblogger, ugccreator, greenscreen, liptryon, lipproductcheck, asiancontentcreator"
dearkisha_,FALSE,"contentcreator, explorepage, explore, fyp, beauty, content, lifestyle, blackgirlmagic, sewingtutorial, grwm, minivlog, makeup, dayinthelife, morning, viral"
nattylattie,FALSE,"fypage, justagirl, outfitinspo, fypツ, girlsproblems, fypシ゚viral, gettingready, makeuptransitions, fypシ, makeuplooks❤️, makeupinspo, datenightoutfit, winteroutfitideas, girlproblem, makeupinspiration"
celinedamji,FALSE,"fyp, arabwomen, browngirlproblems, arabcomedy, thestruggles, browngirls, beingarab, waxing, ugccommunity, ugccreator, yyzevents, torontoactivities, thingstodotoronto, torontodateideas, torontofood"
melinamujer,FALSE,"makeup, beauty, momlife, mom, mama, mommy, baby, toy, momquarantine, mua, tiktok, saveinstyle, loveshein, trend, makeupartist"
irisoyeon_,FALSE,"medicube, ager, glowbooster, glassskin, milkyskin, pearlskin, khloedevice, kardashiandevice, jellyskin, agerboosterpro, agerboosterh, boosterpro, medicubeambassador, skincaredevice, fyp"
arvika_j,FALSE,
_arishasheikh,FALSE,"fypp, fypsounds, foryoupage, foryou, preppylifestyle, therapeutic, adulting, slownightroutine, doritostriangletryout, saferspace, fyppage, microinfluencer, pinterestwannabe, microcreators, trending"
ugcbyjamie,FALSE,"ugc, ugccreator, haircare, hairtok, feelwhatsreal, herbalessences, couple, dateidea, aquariumdate, manilaoceanpark, relationship, dazzlemeph, dazzlemesunscreen, newgenerationuvfilter, sunscreenviral"
skincareuprising,FALSE,"skincare, skincarereview, skincareproducts, review, recommendation, beauty, kbeauty, skincarecommunity, makeup, skincaretips, skincareaddict, skincarelover, tiktokskincare, koreanskincare, skincareblogger"
timeforrice,FALSE,"koreanskincare, skincarereview, skincaretips, skincareregimen, menkoreanskincare, oilyface, pickyreview, gopicky, skincareunboxing, houstonskincare, howtoskincare, poreconcern, largepore, kbeauty, skincarehonestreveiws"
