username,median_views,median_comments,average_views,average_comments,last_video_date,verified,top_hashtags
sophia.cathyy,,,,,,False,"christmas, christmastiktok, christmascountdown, food, weihnachtsmarkt, chirstmas2024, weihnachtsfeeling, blonde, fyp, sad, love"
sophie_bskin,534,13.0,827,14.0,2024-05-21,False,"crultyfreeskincare, veganskincare, naturalskincare, healthyskin, skincare, pr, skintok, skincare101"
srsaskin_,1.1K,19.0,2.7K,28.0,2024-02-03,False,"kbeauty, koreanskincare, teca, fyp, abib, abibholidaymoonglowbox, abib_global, holidaybox, holiday, holiday2024, beautybox, unboxing, skincarejourney, skincareroutine, kbeautyskincare"
srsdigitaldiary,,,,,2024-04-03,False,"skincare, goodmolecules, acnetreatment, acneproneskin, ugc, ugccontentcreator, ugccreator, htcxtide, turntocold"
stanskincare,180,1.0,180,2.0,2021-04-29,False,"kbeauty, skincare, trymereviewme_somebymi, skincareroutine, kbeautyskincare, suisuisharewithme, acne, cleanser, acnefighter, soothing, skin, fypシ, calming, irritatedskin, beauty"
starfaceorganics,899,4.0,3.9K,6.0,2019-10-31,False,"lavibes, coffeeshop, placestogo, losangeleslife, coffeetalk, coffeeloversoftiktok, coffeespot, coffeetok, coffeebar, placestovisit, strawberrymatcha, coffeedate, matchalatte, coffeeshops, matchalover"
stephaniienini,392,2.0,5.4K,11.0,2019-12-22,False,"frozen2, jacketcheck, sequins, bodypositivity, beautystandards, plasticsurgery, deinfluencing, labubus, kbeauty, asianbeautyblogger, ugccreator, greenscreen, liptryon, lipproductcheck, asiancontentcreator"
strawberry_shalyn,410,20.0,561,23.0,2020-05-25,False,"capcut, makeuplovers, memecut, makeupcollection, makeupcollector, memenatal, meme, beautylovers, couplesgoals, skincarelovers, kbeauty, walmartfinds, decluttering, organizewithme, declutter"
sunscreen.addict,385,1.0,4.8K,4.0,2023-08-03,False,"cleanskinclub, deinfluencing, benandjerrys, dei, mlkday, morphecloudlight, morphecosmetics, pickyreview, gopicky, kendricklamar, superbowl, naturium, lipbalm, elfhaloglowliquidfilter, projectpan"
sunshinefairy443,,,,,,False,"greenscreen, fyp, paratiiiiiiiiiiii, textoblanco, imagespin, docencia, fyppppppppppppp, textorojo, elladijo, delarose"
sya.skin,10.5K,15.0,30.4K,21.0,2022-03-18,False,"stylekorean, stylekoreanbox, skincare, stylekoreanambassador, hifu, eoa, vtcosmetics, stylekoreanstarbox, staroftheyear, glowskin, stylekoreanpartner, kbeauty, ambassadorsquad, arencia, arenciaskincare"
sydneychriistensen,840,4.0,5.8K,12.0,2023-08-07,False,"loveonthespectrum, abbeyanddavid, loveonthespectrumseason3, californiaallstars, blackops, cheerleadingworlds, makeup, grwm, beauty, lifestyle, vlog, makeuplook, skincare, empties, emptiesreview"
sydnie_1209,461,1.0,628,2.0,2023-07-18,False,"kbeauty, koreanskincare, fyp, skincare, dailyskincare, beauty, stylekorean, koreanmakeup, ugc, glowingskin, facecare, makeup, stylekoreanambassador, dailymakeup, ugccontent"
tashfia____,1.3K,3.0,3.4K,7.0,2023-11-09,False,"girly, beautytok, beauty, girlythings, makeup, girlytok, products, makeuptok, beautytips, makeuplover, viral, lippies, trending, ramadan, dhaka"
tatgiraldi ,35.5K,21.0,66.8K,25.0,2020-12-09,False,"fyp, parati, haircareroutine, grwm, canong7x, vacation, skincare, aprilskin, hyperpigmentation, darkspot, pores, glassskin, skintok, tiktokshopnewarrivals"
tatiana.ptrnina,344,4.0,674,5.0,2021-12-01,False,"fyp, skincareviral, skincarecoreano, tonerskincare, glowing, skincare, skincareroutine, koreanskincare, makeup, medicube, kbeauty, medicubeambassador, ugccreator, makeuptutorial, glassskin"
teacuppuppycoco,15.1K,0.0,26.8K,1.0,2021-08-05,False,"provencebeautyglow, frenchskincare, snackwithfitcrunch, foodtok, healthydessert, provenceskincare, ad, snacktok, trufru, cheggcreator, smallstepsftw, grwm, sweettreat, skincare, dreampairs"
teresatpham,2.1K,3.0,40.5K,20.0,,False,"jax, 904, jacksonville, jaxfoodie, 904eats, 904happyhour, asianfood, food, holiday, christmas, christmaslights, xmas, stufftodojax, aritzia, aritziastyleadvisor"
thebeautymolecule,,,,,2021-08-22,False,"skincaretiktok, slugging, ceravehealingointment, skincarehumor, balsamicvinegar, elmobalsamicvinegar, dysonairwrap, dysonairwrapcompletelong, dysonairwraptips, dysonairwrapcomplete, vincabluerose, dyson, dysonairwrapcurls, dysonairwrapunboxing, viralmakeup"
thedikshadiary,723,1.0,1.4K,1.0,2022-09-15,False,"punjabibride, wedding, indianbride, newlywed, pehlirasoi, unboxing, ipad, asmr, asmrvideo, asmrsounds, skincare, trending, foryoupage, skincareroutine, fitcheck"
thehydratedhunny,492,1.0,1.2K,3.0,2020-05-19,False,"sezane, earcuff, earrings, earringcheck, earjewelry, jewelry, jewellery, stitch, viralfashion, fashionhacks, makeuptips, makeupswatches, makeup, skincareroutine, beautytok"
thekimedit,909,31.0,1.8K,31.0,2022-11-18,False,"kbeauty, koreanskincare, skincareroutine, skincareproducts, skincare, glowyskin, skintok, glassskin, glowingskin, healthyskin, purito, fyp, glowcream, makeup, beauty"
theonlyhaven,17.6K,8.0,134.6K,32.0,2019-12-19,False,"rlholiday, poloralphlauren, rlholidaytree, ralphlauren, lancomesg, lancomepartner, idolefragrances, idolepower, idolebylancome, lorealpromysg, galaxys25ultra, withgalaxy, inoa!, decodethepastels, inoaloverssg"
thiglossglow,399,1.0,473,2.0,2023-12-14,False,"ugc, fyp, kbeauty, grwm, contentcreator, beautytips, vietnamese, koreanskincare, skincare, beauty, review, skincarenatural, summerfridays, softgirlaesthetic, pinkaesthetic"
timeforrice,564,1.0,538,2.0,2022-07-17,False,"koreanskincare, skincarereview, skincaretips, skincareregimen, menkoreanskincare, oilyface, pickyreview, gopicky, skincareunboxing, houstonskincare, howtoskincare, poreconcern, largepore, kbeauty, skincarehonestreveiws"
tinaangelinaaa,388,2.0,2.1K,3.0,2020-01-10,False,"ugccreator, ugc, contentcreator, grwm, ugcexample, ugccontentcreator, makeuptutorial, ugccommunity, londonrecommendations, nailinspo, groceryhaul, skincareroutine, gymtok, pinterestaesthetic, vlog"
toninlanaa,698,4.0,51.3K,46.0,2024-08-12,False,"couplesoftiktok, toninlana, couplegoals, couplecomedy, couplescomedy, couplesgoals, prankwars, coupletok, thanksandgiving, coupletiktoks, couplegoals❤️, suspectchallenge, couplestok, capcut, coupleschallenge"
topnotchmarvellous,296,0.0,380,2.0,2022-03-05,False,"makeupaddict, makeupoftheday, beautyinfluencer, explore, creativemakeup, explorepage, makeuptutorial, makeupartist, makeuplovers, glammakeup, makeuptutorials, dailymakeup, instabeauty, makeupjunkie, makeuptips"
torilatise,4.6K,14.0,32.9K,60.0,2021-04-30,False,"alopecia, raleighnc, dubaichocolate, dubaichocolatelatte, oneskin, skinlongevity, scalpcare, getbacktoyourroots, oneskinpartner, betterworldfragrancehouse, summermink, fragrance, adulthood, lesinfusionsdeprada, giftedbypradabeauty"
trxlyadria,483,29.0,521,31.0,2022-02-10,False,"fyp, kbeauty, makeup, koreanmakeup, fwee, skincare, koreanskincare, viral, glossylips, trend, lipcombo, makeuptok, beauty, yesstyle, yesstyleinfluencers"
ttalgi.ellie,932,5.0,4.3K,6.0,2024-02-07,False,"fyp, support, unbox, outfits, outfitinspo, hauls, outfit, purchase, ugc, styletips, unboxingvideo, fashion, styleinspo, fashiontiktok, vibes"
turquoise.dec,117.8K,34.0,341.6K,153.0,2021-02-14,False,"yslbeauty, yslbeautysg, yslmakeup, ysltheinks"
ugc.by.iri,525,5.0,1.7K,5.0,2024-03-29,False,"ugccreator, ugc, contentcreator, ugcportfolio, ugccommunity, ugcbeginner, editing, foryoupage, ugcexample, fypage, pitching, branddeals, bephor, naturalhair, scalpbraids"
ugc.by.zainab,520,3.0,803,3.0,2023-10-27,False,"ugc, ugccommunity, ugcexample, ugcjourney, ugccontentcreator, ugctips, makeup, skincare, ponds, hydration, complimentary, abib, abibcollageneyecream, collageneyecream, wrinkles"
ugc.carla,,,,,,False,"planesbarcelona, barcelonafood, patatasfritas, lasfritas, comerenbarcelona, ugc, ugccreator, ugccontentcreator, ugccommunity, ugcjourney, ugctips, comunidadugc, skincare, ugcexample"
ugc.fer,306,4.0,491,4.0,2023-06-10,False,"ugccreator, ugc, ugcexample, ugccanada, ugccommunity, ugcportfolio, ugcvancouver, skincare, ugcbrasil, ugccreators, ugccontentcreator, ugchair, elfcosmetics, skincareroutine, canada"
ugc_adriiana,763,0.0,2.4K,1.0,2024-02-03,False,"ugc, ugccreator, ugcexample, ugccommunity, ugccontentcreator, ugcbeauty, ugcmakeupcreator, ugcmakeup, ugcmakeupexample, ugcskincare, ugcskincareexample, ugcskincareroutine, makeup, beautytips, beautyroutine"
ugc_byivanna,531,14.0,937,14.0,2024-01-25,False,"ugccommunity, grwm, moodboard, ugccontentcreator, unrecognizablemakeup, makeup, wolfiecindy, cancunmexico, castoroil, detox, castoroilbenefit, guthealth, wellnesstips, naveloiling, justagirl"
ugc_emma9,302,3.0,492,4.0,2024-02-04,False,"ugccontentcreator, collabs, yesstyleinfluencers, moroccan, kbeautymakeup, kbeautyskincare, kbeautyreview, kbeauty, moroccanugc, ᴄᴏɴᴛᴇɴᴛᴄʀᴇᴀᴛᴏʀ✨, theview, restaurantlife, ainsbaa, casablanca🇲🇦, ugcfoodcreator"
ugc_withjessi,428,2.0,532,3.0,,False,"traveltiktok, traveltok, ugccreator, ugc, ugccontentcreator, ugccontent, ugctravelcreator, travelcouple, ugctravelvlog, ugccommunity, ugcexample, ugctravelcontent, travelcontent, ugctravel, travellife"
ugcale,,,,,2024-03-26,False,"ugccreator, ugc, ugccommunity, ugcexample, ugccontentcreator, contentcreator, ugckbeauty, ugccontent, contentcreators, calmingco, urelax, gifted, giftedbycalmingco, necessaire, ugcskincarecontent"
ugcbyjamie,1.7K,42.0,35.5K,62.0,2023-04-14,False,"ugc, ugccreator, haircare, hairtok, feelwhatsreal, herbalessences, couple, dateidea, aquariumdate, manilaoceanpark, relationship, dazzlemeph, dazzlemesunscreen, newgenerationuvfilter, sunscreenviral"
ugcwithb__,47,2.0,70,2.0,2024-03-13,False,"kbeauty, explore, medicubeambassador, fyp, glassskin, medicube, viral, viralbeauty, wonyoungsim, sephora, ulta, trending, liptint, pinkmakeup, yesstyle"
ugcwithedwina,984,2.0,1.9K,5.0,2024-01-04,False,"prpackagehaul, rimmellondon, lipbalm, sunmerfridays, ugcexample, ugcskincare"
ugcwithjag,757,0.0,809,,2024-02-11,False,"ugc,ugccreator,ugccommunity,foryou,fyp,beautyobsessed, beautyaddict, skincare, skeepers, ugcexample, freebie, beauty, makeup, aesthetic, skeepersfamily"
ugcwithkpm,842,13.0,1.9K,13.0,2023-11-19,False,"kbeauty, skintok, koreanskincare, koreanbeauty, beautytok, koreanskin, glowingskin, viralskincare, ugccreator, beautybloggers, koreanskincareproducts, skinglow, beautycreator, koreanskincareroutine"
ugcwithmeriem,344,2.0,608,2.0,2024-03-13,False,"koreanskincare, skincareroutine, fry, beauty, ugc, sensitiveskin, skincare, kbeauty, pr, foryou, sunprotection, foryoupage, ugccreator, beautyproduct, serumreview"
ugcwithsahar,475,9.0,1.1K,15.0,2024-02-09,False,"yesstyle, yesstylemorocco, yesstyleinfluencers, yesstylereview, morocco🇲🇦, isntreexyesstyle, isntreexys, isntree, onion, onionnewpairgelcream, marocaine🇲🇦, algeria, tunisia🇹🇳, foryoupage, axis-y"
ugcxmichelle,448,11.0,532,12.0,2024-04-24,False,"ugcexample, ugccontent, ugccreator, usaugc, ugccommunity, petsnowy, litterbox, selfcleaninglitterbox, cat"
upasanaarora,231,2.0,223,1.0,2025-04-12,False,"spanx, spanxpartner, spanxstyle, spanxpants, pontepants, stylemepretty, prettyinblack, grwm, summervibes, summerstyle, alaska, alaskaliving, fairbanks, ak, unitedstatesofamerica"
urcreatorsophia,767,2.0,793,3.0,2022-10-17,False,"ugc, recommendations, motherhood, parenting, cooking, rec, momlife, momslife, foodcontent, momtok, ugccreator, contentcreator, baking, momsoftiktok, morningroutine"
vannahluv,519,4.0,1.4K,5.0,2022-01-14,False,"contentcreator, asiancontentcreator, outfitideasforyou, outfitoftheday, casualoutfits, styleguide, outfitsinspo, springfashion, outfitinspo, simpleoutfits, whatsavannahiswearing, casualoutfitideas, casualstyle, springclothes, neutraloutfits"
vera_kskincare,599,70.0,1.4K,74.0,2023-06-15,False,"koreanskincare, skincare, kskincare, kbeauty, capcut, skincareroutine, koreanskincareproducts, yesstyle, yesstyleinfluencers, glassskin, kskincareproducts, routine, anua, sensitiveskin, color"
vickyoffishal,1.1K,3.0,23.8K,17.0,2023-06-15,False,"kalogerassisters, ilookchopped, sundaykalogeras, imet, elianakalogeras, fyp, amossweets, gummypeelerz, candy, tiktokshopfinds, gummycandy, greeneyes, eyes, funny, gummys"
victoriahui,600,2.0,48.2K,3.0,2020-03-04,False,"pommeto, kerastase, kerastasepremiere, blowout, blowouthair, torontosalon, queenwest, ad, valentinesday, ootd, toronto, fyp, fashion, springfashion, selfiewall"
voguereview,393,7.0,3.6K,13.0,2024-04-03,False,"lipcombo, newmakeup, blush, benetint, earlyaccess, liptint, benefitcosmetics, flush, kendricklamar, jeans, flarejeans, super, superbowlhalftimeshow, halftimeshow, kendricksuperbowl"
waves_for_dayzz,11.0K,1.0,12.7K,2.0,2021-11-26,False,"cppartner, colourpopme, colourpopcosmetics, hydratingsunscreen, hyaluronicacid, moisturizingspf, glowessentials, skincaretips, guerlain, youthwateryoilserum, pamperyourskin, noyzfragrance, myrosy, intimateperfume, dearhair"
westclau_,3.1K,5.0,112.9K,22.0,2022-10-01,False,"lipproducts, glossylips, lipgloss, revlon, lipstick, viralmakeup, blackcherry, naturallips, lowcost, liplover, wintervibes, blushtrend, blush, aztk, cbeauty"
what_can_i_buy,746,0.0,1.7K,2.0,2020-05-01,False,"cvspartner, ad, cvs, cvsepicbeauty, cvsdeals, cvsepicbeautydupe, couponcommunity, beautyfinds, affordablemakeup, cppartner, cozyearth, cvsepicbebeauty, elfcosmetics, makeupdupe, colourpop"
witandarte,,,,,2022-12-12,False,"witandarte, kbeauty, koreanskincare, skincare, skintok, anua, tirtir, medicube, medicubeambassador, koreanmakeup, poreminimizer, skincareroutine, glowyskincare, kskincare, kbeautyskincare"
xevelynluu,,,,,2021-04-12,False,"foryou, fyp, fy, trending, makeup, lipgloss, gilmoregirls, musthaves, slurpeerun, amazonvirtualtryon, vancouver, trend, diorlipoil, onedegreemore, nightlife"
xo.lolaenriquez.xo,583,2.0,670,2.0,2024-04-14,False,"kbeauty, viral, heimish, allcleanbalm, cleansingbalm, heimisheyecream, marinecareeyecream, viralkbeauty, viralreels, koreanskincare, travelkit, abib, yesabib, acnejourney, abibcapsuleserum"
xo.yokov,740,7.0,3.4K,8.0,2023-04-07,False,"capcut, easysummerhairstyles, easyhairstyle, summerhairstyle, flowerclawclip, summerhairinspo, ootd, outfitcheck, outfitideas, girlactivities, presentationnight, careertok, girlsnightin, girlsnightideas, blackdress"
xokena_,463,16.0,765,20.0,2024-04-15,False,"blackgriltiktok, christmasshopping, shopping, coachpurse, coach, newpurse, gymmotiviation, gymgirlsoftiktok, gymgirl, finessjourney, 2025goals, gymtok, blackgirlgymtok, corememories, memories"
yangmediary,292,4.0,375,4.0,2020-12-29,False,"fyp, beauty, skincare, kbeauty, foryoupage, makeup, skincareroutine, aesthetic, beautycommunity, foryou, beautyblog, viral, newtrend, girly, trending"
yepmanythings,315,7.0,461,7.0,2022-12-21,False,"tiktokbeauty, aesthetic, beauty, blogger, vlog, makeup, kbeauty, kpop, beautytips, koreanskincare, skincare, newtiktok, skincareroutine, healthyskin, tiktokmakeup"
yt.jichelleirish,317,2.0,650,3.0,2023-02-24,False,"fyp, fypage, provincelife, quezonprovince, ytjichelleirish, jinroph, hitejinroph, lifewithoutatrendingaudio, trend, foryou, tiktokviral, episode1, lifeintheprovince, slowliving, vlogseries"
yunalome,4.8K,7.0,17.2K,17.0,2021-11-18,False,"haircut, parents, korean, canadian, bob, greenscreen, greiving, love, creativeinspiration, dailyvlog, landscape, journeyoflife, comfortfood, greifjourney, vlogtiktok"
zahraxbeauty,576,7.0,21.8K,9.0,2023-01-09,False,"creatorsearchinsights, fyp, skincareroutine, makeup, beautytok, makeupforbrownskin, skincaretips, lipcombo, makeuptok, makeupforbeginners, skincare, fallmakeup, transferproof, transferprooflipstick, trendinglipstick"
zhala.beauty,884,9.0,5.7K,10.0,2023-07-26,False,"bodyglow, bodyoil, bodyoils, makeup, axisypartner, makeupinspo, koreanskincare, kbeautyskincare, ootd, outfitinspo, sunscreen, blush, glassskin, datenightootd, longhair"
zoe.aesthetic.grw,677,1.0,2.3K,3.0,2024-06-16,False,"soldejaniero, sephora, summerscent, relatable, stitch, fypage, summer, skincare, starbucks, summervibes, pool, influencer, dream, prpackage, thingsilove"
zwonylen,5.2K,34.0,46.5K,186.0,2023-11-11,False,"wonyoungism, pinkskincare, morningvlog, kbeauty, koreanskincare, pink, pinkcore, morninginmylife, kawaii, pinkkbeauty, wonyoungismvlog, nightroutine, koreanmakeup, pinkmakeup, pinkoutfit"
